id,matches_played,goals_scored,total_yellow_cards,total_red_cards,tournaments_participated,team_id,family_name,given_name,role,matches_managed,matches_officiated,award_name
P-03090,3.0,0.0,0.0,0.0,1,T-53,Thorstvedt,Erik,Goalkeeper,,,
P-03125,0.0,0.0,0.0,0.0,0,,Diev,Todor,Midfielder,,,
P-03126,2.0,0.0,1.0,0.0,1,T-13,Gamboa,Miguel Ángel,Forward,,,
P-03127,0.0,0.0,0.0,0.0,0,,Rulc,Oldřich,Forward,,,
P-03128,6.0,6.0,1.0,0.0,2,T-25,Kaviedes,Iván,Forward,,,
P-03130,0.0,0.0,0.0,0.0,0,,Canalli,not applicable,Midfielder,,,
P-03139,0.0,0.0,0.0,0.0,0,,Thelin,Ulla-Karin,Goalkeeper,,,
P-03144,2.0,0.0,1.0,0.0,1,T-54,Tejada,Luis,Forward,,,
P-03146,2.0,0.0,0.0,0.0,1,T-08,Hajrović,Izet,Midfielder,,,
P-03147,0.0,0.0,0.0,0.0,0,,Green,Ken,Defender,,,
P-03154,1.0,0.0,0.0,0.0,1,T-61,Gergely,Vasile,Defender,,,
P-03159,0.0,0.0,0.0,0.0,0,,Olivella,Ferran,Defender,,,
P-03161,2.0,0.0,0.0,0.0,1,T-37,Guðmundsson,Jóhann Berg,Midfielder,,,
P-03175,0.0,0.0,0.0,0.0,0,,Telwe,Rudi,Forward,,,
P-03180,1.0,0.0,0.0,0.0,1,T-74,Hjohlman,Jenny,Forward,,,
P-03183,6.0,0.0,0.0,0.0,2,T-30,Boulleau,Laure,Defender,,,
P-03186,1.0,0.0,0.0,0.0,1,T-12,Gerrior,Suzanne,Midfielder,,,
P-03191,1.0,0.0,0.0,0.0,1,T-79,Benalouane,Yohan,Defender,,,
P-03193,1.0,0.0,0.0,0.0,1,T-13,Rojas,José Manuel,Defender,,,
P-03206,0.0,0.0,0.0,0.0,0,,Puia,Giorgio,Defender,,,
P-03217,3.0,0.0,1.0,0.0,1,T-55,Rojas,Arístides,Forward,,,
P-03224,3.0,0.0,0.0,0.0,1,T-29,Chuigoué,Dorine,Midfielder,,,
P-03231,2.0,0.0,2.0,0.0,1,T-84,Romero,Marcelo,Midfielder,,,
P-03265,1.0,0.0,0.0,0.0,1,T-03,Rodríguez,Guido,Midfielder,,,
P-03270,6.0,0.0,1.0,0.0,1,T-48,Poortvliet,Jan,Defender,,,
P-03282,7.0,14.0,0.0,0.0,2,T-72,Blokhin,Oleh,Forward,,,
P-03284,0.0,0.0,0.0,0.0,0,,Naydenov,Georgi,Goalkeeper,,,
P-03287,1.0,0.0,0.0,0.0,1,T-46,Reyes,Diego,Defender,,,
P-03297,0.0,0.0,0.0,0.0,0,,Battaglia,Jorge,Goalkeeper,,,
P-03298,0.0,0.0,0.0,0.0,0,,Schaars,Stijn,Midfielder,,,
P-03300,2.0,0.0,0.0,0.0,1,T-06,Van Der Linden,Marc,Forward,,,
P-03307,9.0,0.0,1.0,1.0,3,T-73,Nadal,Miguel Ángel,Defender,,,
P-03310,0.0,0.0,0.0,0.0,0,,Rodrigues,not applicable,Forward,,,
P-03320,3.0,0.0,0.0,0.0,1,T-32,Anokyewaa,Akua,Forward,,,
P-03331,3.0,0.0,0.0,0.0,1,T-50,Christopher,Justice,Midfielder,,,
P-03333,6.0,0.0,1.0,0.0,2,T-32,Danso,Mavis,Defender,,,
P-03360,0.0,0.0,0.0,0.0,0,,Cabral,Eufemio,Forward,,,
P-03367,0.0,0.0,0.0,0.0,0,,ter Stegen,Marc-André,Goalkeeper,,,
P-03368,0.0,0.0,0.0,0.0,0,,Salvá,Héctor,Midfielder,,,
P-03376,3.0,0.0,1.0,0.0,1,T-44,Yamaguchi,Motohiro,Midfielder,,,
P-03377,5.0,0.0,0.0,0.0,2,T-11,Maboang,Emmanuel,Midfielder,,,
P-03391,2.0,0.0,0.0,0.0,1,T-86,Zimmermann,Herbert,Forward,,,
P-03401,1.0,0.0,0.0,0.0,1,T-55,Morínigo,Gustavo,Midfielder,,,
P-03406,0.0,0.0,0.0,0.0,0,,Clark,Bobby,Goalkeeper,,,
P-03422,3.0,0.0,0.0,0.0,1,T-16,Rodallega,Carmen,Midfielder,,,
P-03441,0.0,1.0,0.0,0.0,1,,Mamykin,Aleksei,Forward,,,
P-03442,4.0,4.0,1.0,0.0,1,T-53,Flo,Tore André,Forward,,,
P-03447,3.0,3.0,0.0,0.0,1,T-06,Walem,Johan,Midfielder,,,
P-03449,1.0,0.0,0.0,0.0,1,T-49,Satchell,Paige,Forward,,,
P-03451,11.0,0.0,1.0,0.0,2,T-05,Prohaska,Herbert,Midfielder,,,
P-03454,1.0,0.0,0.0,0.0,1,T-46,Domínguez,Alejandro,Midfielder,,,
P-03457,3.0,0.0,2.0,0.0,1,T-02,Locó,not applicable,Defender,,,
P-03472,3.0,0.0,0.0,0.0,1,T-12,Hutchinson,Atiba,Midfielder,,,
P-03484,4.0,0.0,0.0,0.0,1,T-83,Aaronson,Brenden,Forward,,,
P-03493,0.0,0.0,0.0,0.0,0,,Coluna,Mário,Midfielder,,,
P-03497,4.0,0.0,1.0,0.0,1,T-44,Matsui,Daisuke,Forward,,,
P-03499,0.0,1.0,0.0,0.0,1,,Isemborghs,Hendrik,Forward,,,
P-03503,0.0,0.0,0.0,0.0,0,,Swoboda,Franz,Defender,,,
P-03523,2.0,0.0,1.0,0.0,1,T-77,Abalo,Jean-Paul,Defender,,,
P-03524,2.0,0.0,0.0,0.0,1,T-78,Wise,Evans,Midfielder,,,
P-03526,0.0,0.0,0.0,0.0,0,,Mill,Frank,Forward,,,
P-03532,1.0,0.0,0.0,0.0,1,T-28,McManaman,Steve,Midfielder,,,
P-03545,0.0,1.0,0.0,0.0,1,,Guaita,Enrique,Forward,,,
P-03546,3.0,0.0,0.0,0.0,1,T-13,Arias,Antonio,Defender,,,
P-03552,2.0,0.0,0.0,0.0,1,T-04,Carney,David,Defender,,,
P-03553,0.0,0.0,0.0,0.0,0,,Izidoro,Letícia,Goalkeeper,,,
P-03558,0.0,0.0,0.0,0.0,0,,Timmer,Henk,Goalkeeper,,,
P-03571,6.0,6.0,1.0,0.0,2,T-73,Juanito,not applicable,Forward,,,
P-03576,0.0,0.0,0.0,0.0,0,,Tinoco,not applicable,Midfielder,,,
P-03578,0.0,1.0,0.0,0.0,1,,Haynes,Johnny,Forward,,,
P-03607,4.0,8.0,0.0,0.0,1,T-56,Gallardo,Alberto,Midfielder,,,
P-03613,0.0,0.0,0.0,0.0,0,,Lecue,Simón,Midfielder,,,
P-03616,0.0,0.0,0.0,0.0,0,,Alvarado,Esteban,Goalkeeper,,,
P-03631,0.0,0.0,0.0,0.0,0,,Samuels,Jack,Defender,,,
P-03638,0.0,3.0,0.0,0.0,1,,Orsi,Raimundo,Forward,,,
P-03644,0.0,0.0,0.0,0.0,0,,Aubour,Marcel,Goalkeeper,,,
P-03648,2.0,0.0,0.0,0.0,1,T-53,Humlestøl,Margunn,Midfielder,,,
P-03652,16.0,96.0,24.0,0.0,3,T-57,Boniek,Zbigniew,Forward,,,
P-03657,0.0,0.0,0.0,0.0,0,,Franch,Adrianna,Goalkeeper,,,
P-03658,6.0,18.0,9.0,0.0,1,T-09,Sampaio,César,Midfielder,,,
P-03683,0.0,0.0,0.0,0.0,0,,McMichael,Alf,Defender,,,
P-03700,6.0,6.0,0.0,0.0,2,T-46,Ocampo,Mónica,Forward,,,
P-03702,11.0,0.0,0.0,0.0,2,T-48,van Lunteren,Desiree,Defender,,,
P-03706,0.0,0.0,0.0,0.0,0,,Rokki,Rachid,Forward,,,
P-03719,15.0,15.0,0.0,0.0,3,T-30,Bossis,Maxime,Defender,,,
P-03723,4.0,0.0,0.0,0.0,1,T-28,Butt,Nicky,Midfielder,,,
P-03735,1.0,0.0,0.0,1.0,1,T-06,Defour,Steven,Midfielder,,,
P-03741,2.0,0.0,0.0,0.0,1,T-50,Udeze,Ifeanyi,Defender,,,
P-03748,0.0,0.0,0.0,0.0,0,,Vestergaard,Jannik,Defender,,,
P-03775,18.0,18.0,2.0,0.0,3,T-41,Cabrini,Antonio,Defender,,,Best Young Player
P-03776,2.0,0.0,0.0,0.0,1,T-17,Fonseca,Rolando,Forward,,,
P-03790,3.0,0.0,0.0,0.0,1,T-22,Nielsen,Mette,Defender,,,
P-03801,6.0,0.0,0.0,0.0,1,T-74,Karlsson,Marie,Midfielder,,,
P-03810,0.0,0.0,0.0,0.0,0,,Dario,not applicable,Forward,,,
P-03817,0.0,0.0,0.0,0.0,0,,Lamoot,Robert,Forward,,,
P-03827,2.0,0.0,0.0,0.0,1,T-46,Garcia,Natalie,Defender,,,
P-03840,0.0,0.0,0.0,0.0,0,,Robuschi,Laurent,Forward,,,
P-03861,0.0,0.0,0.0,0.0,0,,An,Se-bok,Midfielder,,,
P-03869,0.0,0.0,0.0,0.0,0,,Ha,Dae-sung,Midfielder,,,
P-03879,1.0,0.0,0.0,0.0,1,T-31,Tasci,Serdar,Defender,,,
P-03886,2.0,0.0,0.0,0.0,1,T-50,Ameobi,Shola,Forward,,,
P-03894,0.0,1.0,0.0,0.0,1,,Adelardo,not applicable,Midfielder,,,
P-03895,6.0,6.0,0.0,0.0,2,T-12,Fleming,Jessie,Midfielder,,,
P-03905,12.0,0.0,0.0,0.0,2,T-03,Galván,Luis,Defender,,,
P-03906,1.0,0.0,0.0,0.0,1,T-12,Gayle,Robyn,Defender,,,
P-03911,4.0,0.0,0.0,0.0,1,T-28,Davis,Kerry,Midfielder,,,
P-03916,0.0,0.0,0.0,0.0,0,,Parshanov,Nikola,Goalkeeper,,,
P-03917,0.0,0.0,0.0,0.0,0,,Mujić,Muhamed,Forward,,,
P-03922,2.0,0.0,0.0,0.0,1,T-71,Ji,Dong-won,Forward,,,
P-03927,3.0,3.0,0.0,0.0,1,T-57,Żewłakow,Marcin,Forward,,,
P-03942,5.0,5.0,0.0,0.0,1,T-48,Roy,Bryan,Forward,,,
P-03944,0.0,0.0,0.0,0.0,0,,Cáceres,Juan,Goalkeeper,,,
P-03945,5.0,0.0,0.0,0.0,1,T-30,Upamecano,Dayot,Defender,,,
P-03949,2.0,0.0,0.0,0.0,1,T-32,Pappoe,Emmanuel,Defender,,,
P-03960,3.0,0.0,0.0,0.0,1,T-84,Sorondo,Gonzalo,Defender,,,
P-03963,2.0,0.0,0.0,0.0,1,T-84,Pereyra,Darío,Defender,,,
P-03975,0.0,0.0,0.0,0.0,0,,Bidane,Abdellah,Defender,,,
P-03980,1.0,0.0,0.0,0.0,1,T-46,Zarza,Enrique López,Midfielder,,,
P-03989,3.0,0.0,1.0,0.0,1,T-74,Wendt,Benny,Forward,,,
P-03998,2.0,0.0,1.0,0.0,1,T-30,Brétigny,Sandrine,Forward,,,
P-04060,2.0,0.0,0.0,0.0,1,T-46,Tena,Alfredo,Defender,,,
P-04063,3.0,0.0,0.0,0.0,1,T-36,Kardos,József,Defender,,,
P-04065,13.0,0.0,2.0,0.0,2,T-31,Metzelder,Christoph,Defender,,,
P-04081,0.0,0.0,0.0,0.0,0,,Bödör,László,Forward,,,
P-04087,0.0,0.0,0.0,0.0,0,,Johnstone,Bobby,Forward,,,
P-04101,0.0,0.0,0.0,0.0,0,,Bergara,Mario,Forward,,,
P-04110,0.0,0.0,0.0,0.0,0,,Tracey,Raphael,Forward,,,
P-04130,0.0,0.0,0.0,0.0,0,,Vargas,Javier,Goalkeeper,,,
P-04136,4.0,0.0,0.0,0.0,1,T-09,Rafaelle,not applicable,Defender,,,
P-04137,1.0,0.0,0.0,0.0,1,T-31,Moukoko,Youssoufa,Forward,,,
P-04154,3.0,0.0,0.0,0.0,1,T-56,Cueva,Christian,Midfielder,,,
P-04157,3.0,0.0,0.0,0.0,1,T-71,Jo,Hyeon-woo,Goalkeeper,,,
P-04162,0.0,0.0,0.0,0.0,0,,Hernández,Eduardo,Goalkeeper,,,
P-04188,4.0,8.0,0.0,0.0,1,T-87,Mihajlović,Siniša,Defender,,,
P-04189,0.0,0.0,0.0,0.0,0,,Abadzhiev,Stefan,Forward,,,
P-04201,1.0,0.0,1.0,0.0,1,T-31,Aogo,Dennis,Defender,,,
P-04204,3.0,0.0,0.0,0.0,1,T-14,Wang,Yan,Midfielder,,,
P-04210,3.0,3.0,0.0,0.0,1,T-77,Kader,Mohamed,Forward,,,
P-04221,2.0,0.0,0.0,0.0,1,T-41,Cassano,Antonio,Forward,,,
P-04224,14.0,0.0,1.0,0.0,3,T-31,Boateng,Jérôme,Defender,,,
P-04237,0.0,0.0,0.0,0.0,0,,Palacios,Diego,Defender,,,
P-04241,0.0,1.0,0.0,0.0,1,,Kobierski,Stanislaus,Forward,,,
P-04266,0.0,0.0,0.0,0.0,0,,Abrahamsson,Henock,Goalkeeper,,,
P-04270,0.0,0.0,0.0,0.0,0,,Pérez,Domingo,Forward,,,
P-04287,1.0,0.0,0.0,0.0,1,T-03,Ojeda,Andrea,Forward,,,
P-04310,16.0,96.0,0.0,0.0,4,T-44,Miyama,Aya,Midfielder,,,Bronze Ball
P-04333,1.0,0.0,1.0,0.0,1,T-50,Yussuf,Ayila,Midfielder,,,
P-04339,3.0,0.0,0.0,0.0,1,T-46,Vinti,Natalie,Defender,,,
P-04349,1.0,0.0,0.0,0.0,1,T-20,Jarolím,David,Midfielder,,,
P-04354,4.0,4.0,1.0,0.0,1,T-09,Gérson,not applicable,Midfielder,,,
P-04367,0.0,0.0,0.0,0.0,0,,Rolando,not applicable,Defender,,,
P-04391,2.0,0.0,0.0,0.0,2,T-60,Whelan,Ronnie,Midfielder,,,
P-04392,0.0,0.0,0.0,0.0,0,,Ostrovskiy,Leonid,Defender,,,
P-04393,1.0,0.0,0.0,0.0,1,T-22,Steen Nielsen,Brian,Midfielder,,,
P-04397,3.0,0.0,0.0,0.0,1,T-51,Jong,Tae-se,Forward,,,
P-04417,0.0,0.0,0.0,0.0,0,,Rivera,Bernabé,Forward,,,
P-04420,1.0,0.0,0.0,0.0,1,T-32,Opare,Daniel,Defender,,,
P-04434,0.0,0.0,0.0,0.0,0,,Al-Khaibri,Abdulmalek,Midfielder,,,
P-04447,0.0,1.0,0.0,0.0,1,,Ertan,Mustafa,Defender,,,
P-04448,0.0,0.0,0.0,0.0,0,,Goldbæk,Bjarne,Midfielder,,,
P-04455,2.0,0.0,0.0,0.0,1,T-80,Özat,Ümit,Defender,,,
P-04458,0.0,0.0,0.0,0.0,0,,González,Rafael,Defender,,,
P-04466,2.0,0.0,0.0,0.0,1,T-46,Ramos,Eduardo,Defender,,,
P-04469,8.0,0.0,3.0,0.0,2,T-30,Abidal,Eric,Defender,,,
P-04488,3.0,0.0,1.0,0.0,1,T-22,Andersen,Henrik,Defender,,,
P-04506,6.0,0.0,1.0,0.0,2,T-04,Peters,Joanne,Midfielder,,,
P-04514,1.0,0.0,0.0,0.0,1,T-52,Platt,Jim,Goalkeeper,,,
P-04515,0.0,3.0,0.0,0.0,1,,Sargun,Burhan,Forward,,,
P-04527,3.0,0.0,0.0,0.0,1,T-48,Middag,Tessel,Midfielder,,,
P-04538,0.0,0.0,0.0,0.0,0,,Senekowitsch,Helmut,Forward,,,
P-04541,3.0,0.0,0.0,0.0,1,T-38,Torabi,Mehdi,Midfielder,,,
P-04543,3.0,0.0,1.0,0.0,1,T-64,Corsie,Rachel,Defender,,,
P-04554,3.0,0.0,1.0,0.0,1,T-10,Denev,Georgi,Midfielder,,,
P-04567,2.0,0.0,0.0,0.0,1,T-50,Obinna,Victor,Forward,,,
P-04572,15.0,120.0,24.0,8.0,3,T-86,Völler,Rudi,Forward,,,
P-04586,1.0,0.0,0.0,0.0,1,T-25,Caicedo,Carina,Forward,,,
P-04623,0.0,0.0,0.0,0.0,0,,Miracca,José,Defender,,,
P-04625,3.0,0.0,0.0,0.0,1,T-16,Domínguez,Yulieth,Midfielder,,,
P-04639,0.0,0.0,0.0,0.0,0,,Pineda,Tomás,Goalkeeper,,,
P-04640,1.0,0.0,0.0,0.0,1,T-21,Hrivnák,Vladimír,Defender,,,
P-04672,2.0,0.0,0.0,0.0,1,T-69,Knavs,Aleksander,Defender,,,
P-04686,5.0,5.0,0.0,0.0,1,T-74,Forsberg,Emil,Midfielder,,,
P-04692,0.0,0.0,0.0,0.0,0,,Mavaddat,Bahram,Goalkeeper,,,
P-04699,0.0,0.0,0.0,0.0,0,,Chung,Nam-sik,Midfielder,,,
P-04721,0.0,0.0,0.0,0.0,0,,Humberto,not applicable,Forward,,,
P-04726,2.0,0.0,0.0,0.0,1,T-35,Guevara,Amado,Midfielder,,,
P-04731,3.0,3.0,0.0,0.0,1,T-62,Sychev,Dmitri,Forward,,,
P-04739,12.0,48.0,4.0,0.0,2,T-03,Houseman,René,Forward,,,
P-04746,0.0,0.0,0.0,0.0,0,,Gohouri,Steve,Defender,,,
P-04762,0.0,0.0,0.0,0.0,0,,Chiroiu,Vasile,Defender,,,
P-04767,1.0,0.0,0.0,0.0,1,T-75,Bunjaku,Albert,Forward,,,
P-04782,0.0,0.0,0.0,0.0,0,,Tobar,Armando,Forward,,,
P-04783,0.0,0.0,0.0,0.0,0,,Nikolić,Žarko,Defender,,,
P-04785,6.0,0.0,0.0,0.0,3,T-44,Ono,Shinji,Midfielder,,,
P-04803,0.0,0.0,0.0,0.0,0,,Lamá,not applicable,Goalkeeper,,,
P-04808,8.0,0.0,2.0,0.0,2,T-17,González,Giancarlo,Defender,,,
P-04823,0.0,0.0,0.0,0.0,0,,Bosman,John,Forward,,,
P-04834,4.0,0.0,1.0,0.0,1,T-47,Timoumi,Mohamed,Midfielder,,,
P-04835,0.0,0.0,0.0,0.0,0,,Cossini,Vintilă,Midfielder,,,
P-04853,3.0,0.0,1.0,0.0,1,T-22,Laursen,Annette,Midfielder,,,
P-04863,2.0,0.0,0.0,0.0,1,T-30,Meilleroux,Ophélie,Defender,,,
P-04880,0.0,0.0,0.0,0.0,0,,Jansen,Ellen,Forward,,,
P-04882,1.0,0.0,0.0,0.0,1,T-28,Brooking,Trevor,Midfielder,,,
P-04884,0.0,0.0,0.0,0.0,0,,Isaka,Mito,Forward,,,
P-04888,9.0,0.0,1.0,0.0,2,T-61,Munteanu,Dorinel,Midfielder,,,
P-04915,1.0,0.0,0.0,0.0,1,T-72,Morozov,Gennady,Defender,,,
P-04924,1.0,0.0,0.0,0.0,1,T-24,Seguin,Wolfgang,Midfielder,,,
P-04931,1.0,0.0,0.0,0.0,1,T-61,Răducanu,Necula,Goalkeeper,,,
P-04940,0.0,0.0,0.0,0.0,0,,Zé Sérgio,not applicable,Forward,,,
P-04945,3.0,0.0,0.0,0.0,1,T-15,Hong,Li-chyn,Goalkeeper,,,
P-04951,0.0,0.0,0.0,0.0,0,,Li,Jong-kap,Defender,,,
P-04956,4.0,8.0,0.0,0.0,1,T-53,Sandaune,Brit,Defender,,,
P-04962,0.0,0.0,0.0,0.0,0,,Cseh,László,Forward,,,
P-04964,10.0,10.0,3.0,0.0,2,T-30,Matuidi,Blaise,Midfielder,,,
P-04977,0.0,0.0,0.0,0.0,0,,Chung,Kyung-ho,Forward,,,
P-04980,3.0,0.0,0.0,0.0,1,T-64,Smith,Kirsty,Defender,,,
P-05007,6.0,0.0,1.0,0.0,2,T-76,Natthakarn,Chinwong,Defender,,,
P-05014,5.0,0.0,0.0,0.0,2,T-53,Christensen,Marit Fiane,Defender,,,
P-05024,0.0,0.0,0.0,0.0,0,,Valencia,Antonio,Midfielder,,,
P-05029,1.0,0.0,0.0,0.0,1,T-65,Camara,Souleymane,Forward,,,
P-05061,11.0,22.0,2.0,0.0,2,T-10,Sirakov,Nasko,Forward,,,
P-05081,0.0,0.0,0.0,0.0,0,,Özgültekin,Zafer,Goalkeeper,,,
P-05119,0.0,0.0,0.0,0.0,0,,Capparelli,Roberto,Forward,,,
P-05120,0.0,0.0,0.0,0.0,0,,de Jesús Corona,José,Goalkeeper,,,
P-05132,0.0,2.0,0.0,0.0,1,,Flowers,Ron,Midfielder,,,
P-05159,0.0,0.0,0.0,0.0,0,,Tim,not applicable,Forward,,,
P-05164,4.0,4.0,0.0,0.0,1,T-09,Paquetá,Lucas,Midfielder,,,
P-05170,2.0,0.0,0.0,0.0,1,T-32,Abass,Hamdya,Defender,,,
P-05174,3.0,0.0,0.0,0.0,1,T-84,Valverde,Federico,Midfielder,,,
P-05185,0.0,0.0,0.0,0.0,0,,Devincenzi,Alfredo,Forward,,,
P-05210,7.0,7.0,2.0,0.0,2,T-33,Torosidis,Vasilis,Defender,,,
P-05213,0.0,0.0,0.0,0.0,0,,Andrés,Ivana,Defender,,,
P-05215,3.0,0.0,0.0,0.0,1,T-03,Potassa,Belén,Forward,,,
P-05216,2.0,0.0,1.0,0.0,1,T-47,Cheddira,Walid,Forward,,,
P-05221,0.0,0.0,0.0,0.0,0,,Ufarte,José,Midfielder,,,
P-05227,0.0,0.0,0.0,0.0,0,,Saritama,Luis,Midfielder,,,
P-05235,2.0,0.0,0.0,0.0,1,T-14,Ma,Mingyu,Midfielder,,,
P-05242,0.0,0.0,0.0,0.0,0,,Kozlicek,Paul,Forward,,,
P-05248,0.0,1.0,0.0,0.0,1,,Hausser,Gérard,Forward,,,
P-05257,0.0,0.0,0.0,0.0,0,,Largov,Dimitar,Defender,,,
P-05262,1.0,1.0,0.0,0.0,1,T-36,Tóth,András,Forward,,,
P-05265,5.0,0.0,1.0,0.0,1,T-47,Sabiri,Abdelhamid,Forward,,,
P-05289,1.0,0.0,0.0,0.0,1,T-58,Silva,António,Defender,,,
P-05291,0.0,0.0,0.0,0.0,0,,Cleary,Jim,Midfielder,,,
P-05293,8.0,0.0,0.0,0.0,2,T-74,Forsberg,Linda,Midfielder,,,
P-05300,0.0,0.0,0.0,0.0,0,,Losi,Giacomo,Defender,,,
P-05303,0.0,0.0,0.0,0.0,0,,Grassi,Tullio,Forward,,,
P-05304,3.0,3.0,0.0,0.0,1,T-58,Horta,Ricardo,Forward,,,
P-05318,2.0,0.0,0.0,0.0,2,T-28,Alexander-Arnold,Trent,Defender,,,
P-05324,0.0,0.0,0.0,0.0,0,,Hornig,Heinz,Forward,,,
P-05329,1.0,0.0,0.0,0.0,1,T-41,Furino,Giuseppe,Defender,,,
P-05331,0.0,0.0,0.0,0.0,0,,Parlier,Eugene,Goalkeeper,,,
P-05337,2.0,0.0,0.0,0.0,1,T-22,Bøgelund,Kasper,Defender,,,
P-05368,2.0,0.0,1.0,0.0,1,T-32,Afful,Harrison,Defender,,,
P-05369,1.0,0.0,0.0,0.0,1,T-35,Martínez,Mario,Midfielder,,,
P-05377,0.0,0.0,0.0,0.0,0,,Neto,Luís,Defender,,,
P-05385,4.0,0.0,0.0,0.0,1,T-31,Sammer,Matthias,Defender,,,
P-05387,0.0,0.0,0.0,0.0,0,,Chanov,Vyacheslav,Goalkeeper,,,
P-05390,3.0,0.0,1.0,0.0,1,T-70,Zuma,Sibusiso,Midfielder,,,
P-05392,3.0,0.0,0.0,0.0,1,T-04,Davidson,Jason,Defender,,,
P-05397,1.0,1.0,0.0,0.0,1,T-83,Gebauer,Wendy,Forward,,,
P-05425,2.0,0.0,1.0,0.0,1,T-57,Sobolewski,Radosław,Midfielder,,,
P-05432,2.0,0.0,0.0,0.0,1,T-15,Lin,Mei-jih,Midfielder,,,
P-05434,4.0,0.0,0.0,0.0,2,T-64,Gough,Richard,Defender,,,
P-05443,0.0,0.0,0.0,0.0,0,,Nawir,Achmad,Midfielder,,,
P-05450,0.0,0.0,0.0,0.0,0,,Skúlason,Ólafur Ingi,Midfielder,,,
P-05459,0.0,0.0,0.0,0.0,0,,Garcé,Ariel,Defender,,,
P-05462,0.0,0.0,0.0,0.0,0,,Blason,Ivano,Defender,,,
P-05470,0.0,1.0,0.0,0.0,1,,Laurent,Lucien,Forward,,,
P-05474,0.0,0.0,0.0,0.0,0,,Sternhoff,Ingrid,Goalkeeper,,,
P-05485,0.0,0.0,0.0,0.0,0,,Eckersley,Bill,Defender,,,
P-05511,6.0,18.0,3.0,0.0,2,T-30,Genghini,Bernard,Midfielder,,,
P-05529,2.0,0.0,0.0,0.0,1,T-52,Brotherston,Noel,Forward,,,
P-05530,4.0,0.0,0.0,0.0,1,T-72,Daraselia,Vitaly,Midfielder,,,
P-05537,0.0,3.0,0.0,0.0,1,,Galić,Milan,Midfielder,,,
P-05550,0.0,0.0,0.0,0.0,0,,Mantula,Lav,Midfielder,,,
P-05559,3.0,0.0,0.0,0.0,1,T-44,Minamino,Takumi,Midfielder,,,
P-05562,6.0,6.0,0.0,0.0,2,T-72,Rodionov,Sergey,Forward,,,
P-05583,8.0,0.0,1.0,0.0,2,T-74,Linderoth,Tobias,Midfielder,,,
P-05606,0.0,0.0,0.0,0.0,0,,Lee,Sang-yi,Midfielder,,,
P-05609,0.0,1.0,0.0,0.0,1,,Sesta,Karl,Defender,,,
P-05616,0.0,0.0,0.0,0.0,0,,Ferreiro,Roberto,Defender,,,
P-05619,0.0,0.0,0.0,0.0,0,,Langón,Ronald,Midfielder,,,
P-05630,1.0,0.0,0.0,0.0,1,T-31,Butt,Hans-Jörg,Goalkeeper,,,
P-05631,1.0,1.0,0.0,0.0,1,T-46,Díaz,Isidoro,Forward,,,
P-05681,0.0,0.0,0.0,0.0,0,,Szentmihályi,Antal,Goalkeeper,,,
P-05695,6.0,0.0,0.0,0.0,2,T-64,Rough,Alan,Goalkeeper,,,
P-05699,6.0,0.0,0.0,0.0,2,T-05,Weber,Heribert,Defender,,,
P-05707,1.0,0.0,0.0,0.0,1,T-22,Larsen,Søren,Forward,,,
P-05710,0.0,0.0,0.0,0.0,0,,Schneiter,Walter,Forward,,,
P-05714,6.0,0.0,2.0,0.0,1,T-53,Nymark Andersen,Anne,Midfielder,,,
P-05719,0.0,1.0,0.0,0.0,1,,Zischek,Karl,Forward,,,
P-05723,5.0,5.0,0.0,0.0,2,T-06,Clijsters,Leo,Defender,,,
P-05728,12.0,60.0,0.0,0.0,3,T-83,Donovan,Landon,Forward,,,Best Young Player
P-05758,2.0,0.0,0.0,0.0,2,T-73,Martínez,Javi,Midfielder,,,
P-05766,0.0,6.0,0.0,0.0,1,,Morlock,Max,Forward,,,Silver Boot
P-05768,3.0,0.0,0.0,0.0,1,T-43,Brown,Jody,Forward,,,
P-05772,0.0,0.0,0.0,0.0,0,,Lorenzo,Alfonso,Midfielder,,,
P-05773,0.0,0.0,0.0,0.0,0,,Rockall,Taryn,Midfielder,,,
P-05779,6.0,0.0,2.0,0.0,1,T-18,Boban,Zvonimir,Midfielder,,,
P-05783,1.0,1.0,0.0,0.0,1,T-67,Ilić,Saša,Midfielder,,,
P-05784,3.0,0.0,1.0,0.0,1,T-22,Pape,Maiken,Forward,,,
P-05791,0.0,0.0,0.0,0.0,0,,Henderson,Chris,Midfielder,,,
P-05805,1.0,0.0,0.0,0.0,1,T-11,Nyom,Allan,Defender,,,
P-05818,0.0,0.0,0.0,0.0,0,,Stoilov,Stoycho,Midfielder,,,
P-05819,0.0,2.0,0.0,0.0,1,,Ponedelnik,Viktor,Forward,,,
P-05820,5.0,0.0,0.0,0.0,1,T-09,César,Júlio,Defender,,,
P-05845,1.0,0.0,0.0,0.0,1,T-14,Su,Maozhen,Forward,,,
P-05860,3.0,0.0,0.0,0.0,1,T-44,Kawakami,Naoko,Midfielder,,,
P-05862,3.0,0.0,0.0,0.0,1,T-56,Flores,Edison,Forward,,,
P-05864,2.0,0.0,0.0,0.0,1,T-04,Kuol,Garang,Forward,,,
P-05868,0.0,0.0,0.0,0.0,0,,Moore,Meikayla,Defender,,,
P-05872,2.0,0.0,0.0,0.0,1,T-74,Nicklasson,Göran,Midfielder,,,
P-05883,1.0,1.0,0.0,0.0,1,T-50,Egbe,Nkechi,Forward,,,
